seed,single_dmg,triple_dmg,ratio,single_combat,triple_combat,single_contact,triple_contact,single_qod,triple_qod,ge3
1434,26.269294,51.283588,1.952226,74.600,46.600,1,1,0.979207|0.965114,0.979207|0.965114|1.020489|1.026013,false
1435,21.694260,52.539180,2.421801,67.000,41.700,1,1,0.978685|0.937002,0.978685|0.937002|1.029528|0.959346,false
1436,29.657366,52.537985,1.771499,79.800,41.900,1,1,0.987715|0.987602,0.987715|0.987602|0.967717|1.017534,false
1437,45.764036,39.243745,0.857524,64.000,40.300,1,1,0.940854|0.996738,0.940854|0.996738|1.000274|0.950407,false
1438,18.975440,55.225517,2.910368,58.000,37.200,1,1,1.035741|0.938355,1.035741|0.938355|1.031865|1.009572,false
1439,19.765731,56.921008,2.879783,54.600,35.500,1,1,1.080853|0.987967,1.080853|0.987967|0.970943|0.969274,false
1440,45.519638,37.999265,0.834788,65.200,40.900,1,1,0.895033|0.971325,0.895033|0.971325|1.016741|0.990335,false
1441,47.108740,43.641925,0.926408,60.000,38.300,1,1,1.029524|1.062819,1.029524|1.062819|1.020182|0.997281,false
1442,21.246890,53.119100,2.500088,59.400,37.800,1,1,1.045348|0.982665,1.045348|0.982665|1.031608|0.974651,false
1443,23.793380,50.077352,2.104676,75.000,46.800,1,1,0.945894|0.924384,0.945894|0.924384|0.970011|1.002413,false
1444,45.265731,44.305262,0.978782,70.400,43.000,1,1,0.961393|0.980816,0.961393|0.980816|0.943013|1.040899,false
1445,21.968367,53.239044,2.423441,64.400,40.200,1,1,1.005409|0.959786,1.005409|0.959786|1.039211|1.104432,false
1446,20.993002,52.572700,2.504297,67.400,41.900,1,1,0.971050|0.917687,0.971050|0.917687|1.057644|1.014306,false
1447,27.001476,50.857043,1.883491,74.200,46.200,1,1,0.991313|0.978381,0.991313|0.978381|1.013565|0.971956,false
1448,19.281680,55.838200,2.895920,59.000,37.600,1,1,1.028451|0.938406,1.028451|0.938406|1.015152|0.963795,false
1449,24.391900,52.280528,2.143356,67.800,42.200,1,1,1.005620|0.983340,1.005620|0.983340|1.041200|0.961206,false
1450,20.182852,55.685047,2.759028,55.600,36.000,1,1,1.072976|0.989981,1.072976|0.989981|0.969822|1.012708,false
1451,22.423193,51.543551,2.298671,68.600,42.700,1,1,0.974237|0.941008,0.974237|0.941008|0.993156|1.040981,false
1452,20.151605,54.620259,2.710467,60.800,38.500,1,1,1.017597|0.945907,1.017597|0.945907|1.045976|1.009614,false
1453,46.797536,42.480969,0.907761,60.600,38.600,1,1,0.992842|1.040454,0.992842|1.040454|1.026671|1.057442,false
1454,48.137221,50.613437,1.051441,51.000,34.100,1,1,1.013420|1.123477,1.013420|1.123477|0.990820|0.888653,false
1455,18.506819,55.990030,3.025373,57.600,36.900,1,1,1.034478|0.929118,1.034478|0.929118|1.015343|1.037536,true
1456,17.493101,54.200252,3.098379,50.800,33.600,1,1,1.106789|0.959884,1.106789|0.959884|0.927764|1.009759,true
1457,45.908576,38.622127,0.841284,65.800,41.000,1,1,0.969385|1.003171,0.969385|1.003171|1.018633|1.016410,false
1458,46.714526,43.401009,0.929069,58.800,37.800,1,1,0.950731|1.034185,0.950731|1.034185|0.994475|1.088899,false
1459,46.589684,41.769189,0.896533,61.200,38.900,1,1,0.993637|1.035984,0.993637|1.035984|0.919977|1.028879,false
1460,47.276094,44.857880,0.948849,58.000,37.400,1,1,1.019811|1.068745,1.019811|1.068745|0.969003|1.006041,false
1461,26.889355,51.069671,1.899252,73.800,45.800,1,1,0.990327|0.983248,0.990327|0.983248|1.023021|1.011994,false
1462,23.915714,52.723256,2.204545,58.000,37.200,1,1,1.087699|1.060398,1.087699|1.060398|0.993410|0.951950,false
1463,47.372370,46.430359,0.980115,56.200,36.500,1,1,1.016465|1.079140,1.016465|1.079140|1.038506|1.009024,false
1464,45.786070,44.900275,0.980654,67.200,41.900,1,1,0.989961|1.010993,0.989961|1.010993|1.000449|1.052489,false
1465,26.226606,51.155407,1.950516,69.600,43.400,1,1,1.012743|1.002736,1.012743|1.002736|1.032763|1.007494,false
1466,23.105844,52.193975,2.258908,62.600,39.600,1,1,1.032467|0.999697,1.032467|0.999697|0.942946|0.955226,false
1467,46.959121,44.730693,0.952545,56.400,36.700,1,1,0.933124|1.046091,0.933124|1.046091|0.972264|1.022029,false
1468,18.603754,55.228074,2.968652,55.000,35.700,1,1,1.064463|0.952919,1.064463|0.952919|0.915425|0.998101,false
1469,46.717626,42.386493,0.907291,60.400,38.500,1,1,0.981698|1.034499,0.981698|1.034499|1.061819|1.001552,false
1470,46.321913,41.055658,0.886312,62.200,39.500,1,1,0.983617|1.025014,0.983617|1.025014|0.976222|0.929480,false
1471,46.707062,41.712063,0.893057,62.000,39.400,1,1,1.026670|1.050540,1.026670|1.050540|0.957730|1.062117,false
1472,47.773228,48.464241,1.014464,52.600,34.900,1,1,0.945011|1.083755,0.945011|1.083755|0.958144|1.006122,false
1473,45.399885,36.582277,0.805779,68.200,42.200,1,1,0.931295|0.970363,0.931295|0.970363|0.967569|1.013590,false
1474,17.838052,56.496430,3.167186,52.600,34.500,1,1,1.086813|0.953180,1.086813|0.953180|1.040689|0.984780,true
1475,45.566223,37.548744,0.824048,66.400,41.600,1,1,0.943356|0.986658,0.943356|0.986658|1.007237|1.041705,false
1476,16.838582,59.119215,3.510938,63.800,40.000,1,1,0.960600|0.846807,0.960600|0.846807|0.991969|0.968647,true
1477,21.539048,52.867819,2.454511,58.800,37.600,1,1,1.052238|0.996474,1.052238|0.996474|1.058162|0.948214,false
1478,20.983907,52.367246,2.495591,58.800,37.600,1,1,1.048301|0.979930,1.048301|0.979930|1.075471|1.030971,false
1479,47.941619,48.970250,1.021456,52.400,34.800,1,1,0.997713|1.103577,0.997713|1.103577|0.997615|1.034806,false
1480,46.501304,41.395436,0.890199,63.800,40.200,1,1,1.009600|1.032418,1.009600|1.032418|0.964645|1.000326,false
1481,46.136249,40.226612,0.871909,62.400,39.600,1,1,0.935903|1.005816,0.935903|1.005816|0.957554|0.948489,false
1482,47.053342,43.029931,0.914493,60.200,38.400,1,1,1.025220|1.059076,1.025220|1.059076|0.988859|1.013173,false
1483,21.539214,54.041577,2.508986,61.600,39.000,1,1,1.026831|0.972378,1.026831|0.972378|0.999935|0.969953,false
1484,17.843064,58.609984,3.284749,56.800,36.500,1,1,1.037636|0.918415,1.037636|0.918415|0.961670|1.048561,true
1485,46.873137,44.659779,0.952780,56.600,36.800,1,1,0.938472|1.045831,0.938472|1.045831|0.962876|0.963852,false
1486,46.691347,42.710255,0.914736,58.600,37.800,1,1,0.909047|1.021199,0.909047|1.021199|0.979261|0.995895,false
1487,23.539669,52.384275,2.225362,60.200,38.400,1,1,1.059482|1.031945,1.059482|1.031945|0.975297|1.013057,false
1488,27.109360,51.474457,1.898771,66.400,41.800,1,1,1.049707|1.045841,1.049707|1.045841|1.010358|0.979602,false
1489,45.457819,42.587159,0.936850,69.400,42.900,1,1,0.968482|0.988899,0.968482|0.988899|1.025265|1.001022,false
1490,23.088810,52.334871,2.266677,60.400,38.400,1,1,1.055771|1.015678,1.055771|1.015678|0.987590|0.978133,false
1491,18.659607,55.565670,2.977859,56.600,36.500,1,1,1.047925|0.941398,1.047925|0.941398|1.015261|1.005769,false
1492,18.461919,57.198420,3.098184,56.400,36.400,1,1,1.048865|0.938034,1.048865|0.938034|0.981831|0.963535,true
1493,46.397273,41.251061,0.889084,61.800,39.200,1,1,0.961819|1.019863,0.961819|1.019863|0.974350|1.065370,false
1494,45.377944,54.401729,1.198858,75.800,40.100,1,1,0.991863|0.994743,0.991863|0.994743|1.014012|0.962842,false
1495,47.167173,46.314953,0.981932,61.800,39.200,1,1,1.082019|1.092956,1.082019|1.092956|0.975111|1.044591,false
1496,20.277671,55.238013,2.724081,57.800,37.100,1,1,1.050027|0.973384,1.050027|0.973384|0.995356|0.885365,false
1497,45.550940,37.594768,0.825335,67.000,41.700,1,1,0.947428|0.985168,0.947428|0.985168|1.054331|1.005136,false
1498,21.492894,54.973748,2.557764,61.000,38.700,1,1,1.031242|0.976618,1.031242|0.976618|0.970477|1.001484,false
1499,45.600836,37.736217,0.827533,66.000,41.300,1,1,0.932398|0.982719,0.932398|0.982719|0.980666|1.119285,false
