seed,single_dmg,triple_dmg,ratio,single_combat,triple_combat,single_contact,triple_contact,single_qod,triple_qod,ge3
1157,44.496554,52.138745,1.171748,78.800,41.100,1,1,0.934813|0.945571,0.934813|0.945571|0.975548|1.007917,false
1158,23.122538,52.011868,2.249401,60.600,38.600,1,1,1.053633|1.015752,1.053633|1.015752|1.045685|0.954498,false
1159,46.100009,47.144818,1.022664,67.200,41.800,1,1,1.012731|1.021404,1.012731|1.021404|1.103392|0.931110,false
1160,45.688814,52.037901,1.138964,71.800,40.900,1,1,1.000199|1.003677,1.000199|1.003677|0.999572|1.030841,false
1161,22.777458,51.284861,2.251562,68.200,42.300,1,1,0.983493|0.948011,0.983493|0.948011|1.022611|1.018916,false
1162,19.557250,55.604622,2.843172,60.000,38.100,1,1,1.021093|0.937691,1.021093|0.937691|1.007204|1.004626,false
1163,18.610030,55.665895,2.991177,56.000,36.200,1,1,1.054448|0.945108,1.054448|0.945108|1.029134|0.943764,false
1164,45.776598,39.523786,0.863406,63.600,40.100,1,1,0.932770|0.995665,0.932770|0.995665|1.004465|0.986966,false
1165,45.265138,49.457927,1.092627,73.000,41.400,1,1,0.983629|0.989664,0.983629|0.989664|0.957125|0.964247,false
1166,46.509055,42.378282,0.911183,60.000,38.300,1,1,0.961660|1.030986,0.961660|1.030986|1.026874|0.984417,false
1167,47.440204,46.804958,0.986610,55.600,36.200,1,1,1.015620|1.082569,1.015620|1.082569|0.937613|0.998646,false
1168,23.270574,52.408228,2.252124,64.800,40.700,1,1,1.013680|0.986489,1.013680|0.986489|0.973618|0.976261,false
1169,46.850036,44.043559,0.940097,57.400,37.200,1,1,0.942471|1.042957,0.942471|1.042957|0.971811|1.047239,false
1170,22.625762,52.774318,2.332488,61.000,38.700,1,1,1.042817|1.001950,1.042817|1.001950|1.010657|1.004681,false
1171,46.575871,42.838532,0.919758,64.000,40.400,1,1,1.023468|1.042331,1.023468|1.042331|0.941307|1.034697,false
1172,23.171385,52.096727,2.248322,58.800,37.600,1,1,1.071865|1.033527,1.071865|1.033527|0.980239|0.899628,false
1173,45.489251,38.003924,0.835448,67.400,41.800,1,1,0.946472|0.984646,0.946472|0.984646|1.042164|1.018555,false
1174,22.834522,52.869844,2.315347,63.400,39.800,1,1,1.022774|0.987905,1.022774|0.987905|0.972517|0.945384,false
1175,21.305688,54.521195,2.558997,62.200,39.200,1,1,1.016697|0.962174,1.016697|0.962174|0.985564|0.999860,false
1176,20.884877,52.819095,2.529059,60.200,38.300,1,1,1.031952|0.968408,1.031952|0.968408|1.049624|0.924519,false
1177,46.097648,40.511705,0.878824,62.400,39.500,1,1,0.949925|1.008918,0.949925|1.008918|0.978217|1.027319,false
1178,45.985425,39.707861,0.863488,63.800,40.100,1,1,0.962982|1.009475,0.962982|1.009475|1.007050|0.963489,false
1179,47.282350,45.980061,0.972457,55.200,36.100,1,1,0.944406|1.059541,0.944406|1.059541|0.982602|1.105021,false
1180,46.705326,42.185427,0.903225,61.400,38.900,1,1,1.013689|1.044818,1.013689|1.044818|1.011233|0.913065,false
1181,25.991163,51.034018,1.963514,68.600,43.100,1,1,1.017023|1.006811,1.017023|1.006811|1.000558|1.050054,false
1182,20.257405,54.560552,2.693363,64.800,40.500,1,1,0.984247|0.918945,0.984247|0.918945|0.982591|0.942565,false
1183,20.321669,55.794014,2.745543,51.600,34.100,1,1,1.125529|1.033539,1.125529|1.033539|0.963616|1.042645,false
1184,19.483571,56.496082,2.899678,58.800,37.500,1,1,1.031584|0.944797,1.031584|0.944797|0.966436|0.904762,false
1185,18.810985,55.650890,2.958425,63.600,39.900,1,1,0.980347|0.894245,0.980347|0.894245|1.009389|0.974529,false
1186,45.479471,41.033016,0.902232,69.000,42.900,1,1,0.953279|0.985459,0.953279|0.985459|0.990907|0.927390,false
1187,19.881262,53.839458,2.708050,60.000,38.200,1,1,1.023372|0.945499,1.023372|0.945499|1.037783|1.014650,false
1188,47.430835,45.266814,0.954375,57.000,36.900,1,1,1.006894|1.069227,1.006894|1.069227|1.056891|1.062109,false
1189,20.029075,54.377430,2.714925,58.000,37.200,1,1,1.047136|0.964873,1.047136|0.964873|1.041835|0.976361,false
1190,46.060911,40.041131,0.869308,63.800,40.100,1,1,0.964386|1.012011,0.964386|1.012011|0.935213|1.026796,false
1191,19.430713,56.835216,2.925020,59.200,37.700,1,1,1.028075|0.940701,1.028075|0.940701|0.965547|0.982150,false
1192,46.841138,43.251293,0.923361,58.800,37.800,1,1,0.979532|1.045205,0.979532|1.045205|0.988452|0.991339,false
1193,45.668144,40.150838,0.879187,67.000,41.700,1,1,0.965834|0.999547,0.965834|0.999547|1.022990|1.074753,false
1194,23.315492,51.245102,2.197899,68.400,42.300,1,1,0.986440|0.959151,0.986440|0.959151|1.059406|1.082946,false
1195,46.037108,40.023646,0.869378,63.600,40.100,1,1,0.965444|1.013423,0.965444|1.013423|1.000258|1.064607,false
1196,46.452077,42.045662,0.905141,60.200,38.500,1,1,0.947903|1.025515,0.947903|1.025515|0.998067|0.981555,false
1197,46.181859,40.408057,0.874977,61.400,39.100,1,1,0.905976|0.999093,0.905976|0.999093|1.007954|1.025925,false
1198,19.446541,55.729821,2.865796,57.400,36.900,1,1,1.045893|0.955077,1.045893|0.955077|0.988567|1.062937,false
1199,19.211449,57.043212,2.969230,57.200,36.800,1,1,1.046799|0.950944,1.046799|0.950944|0.942001|0.995028,false
1200,22.700813,52.302999,2.304014,59.600,38.000,1,1,1.055781|1.017263,1.055781|1.017263|1.020639|1.069000,false
1201,46.453022,42.324789,0.911131,60.400,38.500,1,1,0.965391|1.030594,0.965391|1.030594|1.029293|0.995314,false
1202,19.978065,55.025003,2.754271,57.000,36.700,1,1,1.055429|0.972284,1.055429|0.972284|1.021036|0.990782,false
1203,27.654406,50.455554,1.824503,71.600,44.700,1,1,1.018953|1.008077,1.018953|1.008077|0.958825|1.032718,false
1204,46.522200,40.846997,0.878011,63.400,39.800,1,1,1.000811|1.029227,1.000811|1.029227|1.028169|1.018428,false
1205,19.136989,57.174462,2.987641,52.000,34.200,1,1,1.108076|0.995583,1.108076|0.995583|0.977959|1.000427,false
1206,45.879144,41.603124,0.906798,67.800,41.900,1,1,0.982519|1.002182,0.982519|1.002182|0.973064|0.995863,false
1207,47.310053,44.912280,0.949318,58.400,37.400,1,1,1.053370|1.084991,1.053370|1.084991|1.000199|1.053128,false
1208,26.104423,52.127019,1.996865,71.600,44.500,1,1,0.996360|0.986072,0.996360|0.986072|1.035448|0.993379,false
1209,46.911025,43.644419,0.930366,58.800,37.800,1,1,1.008698|1.057303,1.008698|1.057303|1.002850|0.933124,false
1210,21.896533,54.489516,2.488500,61.000,38.800,1,1,1.035744|0.985878,1.035744|0.985878|0.956686|0.907206,false
1211,44.823659,50.812247,1.133603,75.400,41.200,1,1,0.962825|0.968658,0.962825|0.968658|0.993882|0.944264,false
1212,23.745931,51.820752,2.182300,67.600,42.100,1,1,0.996886|0.973157,0.996886|0.973157|0.996208|1.040714,false
1213,46.428508,48.166384,1.037431,65.800,41.000,1,1,1.042233|1.051377,1.042233|1.051377|0.960382|1.014564,false
1214,24.908986,51.998211,2.087528,68.600,42.700,1,1,1.005655|0.984421,1.005655|0.984421|1.070442|1.016117,false
1215,24.090733,51.759784,2.148535,64.600,40.400,1,1,1.026833|1.004327,1.026833|1.004327|0.972619|1.019479,false
1216,23.509694,53.256415,2.265296,64.600,40.400,1,1,1.021744|0.988919,1.021744|0.988919|0.956856|0.941000,false
1217,32.677574,52.937746,1.620002,88.300,42.000,1,1,0.976259|0.973920,0.976259|0.973920|1.021292|0.984086,false
1218,22.276924,53.329515,2.393935,63.800,40.200,1,1,1.012384|0.973746,1.012384|0.973746|0.957296|1.005803,false
1219,47.766320,48.439565,1.014095,53.400,35.300,1,1,0.991657|1.093939,0.991657|1.093939|1.065840|1.059272,false
1220,46.646780,52.921305,1.134511,67.400,40.300,1,1,1.060728|1.063708,1.060728|1.063708|1.006686|1.027190,false
1221,20.957066,52.935956,2.525924,57.200,36.700,1,1,1.064805|0.994749,1.064805|0.994749|1.095564|0.997772,false
1222,47.146659,44.220248,0.937930,59.200,38.000,1,1,1.057002|1.082580,1.057002|1.082580|0.954702|0.942815,false
1223,48.225579,51.088022,1.059355,50.800,34.000,1,1,0.990882|1.118704,0.990882|1.118704|0.919033|0.987082,false
1224,34.612062,52.920990,1.528975,86.500,40.900,1,1,1.002931|0.999740,1.002931|0.999740|0.943961|1.010428,false
1225,22.125285,51.603125,2.332315,68.800,42.600,1,1,0.970604|0.934065,0.970604|0.934065|1.009075|0.941072,false
1226,44.489594,52.139659,1.171952,89.600,41.200,1,1,0.970647|0.967677,0.970647|0.967677|0.945770|0.961866,false
1227,47.094965,44.400285,0.942782,58.400,37.500,1,1,1.016319|1.063773,1.016319|1.063773|0.972285|0.943499,false
1228,21.938756,53.394991,2.433820,60.800,38.500,1,1,1.037275|0.988172,1.037275|0.988172|0.983849|1.055444,false
1229,22.073809,53.015633,2.401744,63.400,39.800,1,1,1.013730|0.971064,1.013730|0.971064|0.988624|0.914705,false
1230,24.471238,50.319543,2.056273,72.400,44.900,1,1,0.972129|0.950523,0.972129|0.950523|0.963743|1.003670,false
1231,46.296861,41.604553,0.898647,60.200,38.500,1,1,0.938423|1.019331,0.938423|1.019331|1.046523|1.020694,false
1232,46.133097,40.143480,0.870167,63.400,40.100,1,1,0.978162|1.020267,0.978162|1.020267|0.981006|1.021643,false
1233,17.221070,54.870839,3.186262,51.400,33.900,1,1,1.097851|0.947068,1.097851|0.947068|1.107315|1.024203,true
1234,44.230239,45.014122,1.017723,76.400,43.600,1,1,0.909242|0.929648,0.909242|0.929648|1.043002|0.996524,false
1235,46.599928,43.015297,0.923076,59.600,38.100,1,1,0.953206|1.030881,0.953206|1.030881|1.015429|1.128492,false
1236,46.037723,39.783213,0.864144,65.800,41.100,1,1,0.978254|1.010902,0.978254|1.010902|0.987809|1.047909,false
1237,47.207845,43.723827,0.926198,60.000,38.300,1,1,1.033091|1.066582,1.033091|1.066582|0.985845|1.057290,false
1238,47.789094,48.460392,1.014047,53.400,35.200,1,1,1.003328|1.097975,1.003328|1.097975|1.038247|0.998039,false
1239,45.200102,36.887710,0.816098,67.800,42.100,1,1,0.926395|0.969899,0.926395|0.969899|0.995146|1.041601,false
1240,19.543366,54.504606,2.788906,65.400,40.800,1,1,0.972102|0.899064,0.972102|0.899064|0.992391|1.046689,false
1241,23.005824,51.043434,2.218718,59.800,38.100,1,1,1.057795|1.023644,1.057795|1.023644|1.041241|0.968536,false
1242,44.993378,53.282747,1.184235,74.800,40.500,1,1,0.979728|0.981919,0.979728|0.981919|0.996971|1.017847,false
1243,45.803271,41.841948,0.913514,67.200,41.700,1,1,0.982324|1.006658,0.982324|1.006658|0.988077|1.008165,false
1244,26.972611,51.708112,1.917060,67.400,42.400,1,1,1.039184|1.033734,1.039184|1.033734|1.060066|1.022944,false
1245,23.478323,52.204288,2.223510,63.200,39.800,1,1,1.035565|0.998520,1.035565|0.998520|1.023308|0.980611,false
1246,45.903911,38.870230,0.846774,64.400,40.500,1,1,0.932881|0.992959,0.932881|0.992959|0.946278|0.971342,false
1247,18.490325,57.707830,3.120974,52.800,34.600,1,1,1.091229|0.969728,1.091229|0.969728|0.943273|1.040095,true
1248,45.454420,48.405668,1.064928,70.800,42.100,1,1,0.982662|0.994887,0.982662|0.994887|1.045750|1.110782,false
1249,21.657531,53.012107,2.447745,58.600,37.600,1,1,1.057513|0.997121,1.057513|0.997121|0.994324|0.970116,false
