seed,single_dmg,triple_dmg,ratio,single_combat,triple_combat,single_contact,triple_contact,single_qod,triple_qod,ge3
1027,48.046340,50.521440,1.051515,51.200,34.200,1,1,0.995229|1.115392,0.995229|1.115392|0.980022|1.085084,false
1028,19.220337,53.944669,2.806645,56.800,36.600,1,1,1.050533|0.954239,1.050533|0.954239|1.084543|0.964167,false
1029,47.303035,46.355615,0.979971,56.000,36.400,1,1,1.003473|1.074978,1.003473|1.074978|0.916094|1.047504,false
1030,46.153608,40.367384,0.874631,63.200,39.900,1,1,0.969189|1.018193,0.969189|1.018193|0.984911|0.920252,false
1031,46.482801,41.044595,0.883006,63.800,40.200,1,1,1.013429|1.036825,1.013429|1.036825|0.896563|1.031766,false
1032,44.606582,43.176075,0.967931,74.400,44.200,1,1,0.916172|0.943358,0.916172|0.943358|1.035261|0.980390,false
1033,18.469791,58.017200,3.141194,52.600,34.500,1,1,1.092929|0.970810,1.092929|0.970810|0.978478|0.948201,true
1034,47.513917,46.571810,0.980172,56.200,36.500,1,1,1.046984|1.095907,1.046984|1.095907|1.065584|0.983604,false
1035,45.849702,51.416873,1.121422,70.000,40.700,1,1,1.019673|1.028160,1.019673|1.028160|0.947027|1.013506,false
1036,19.252734,56.266374,2.922513,52.000,34.200,1,1,1.110545|0.999274,1.110545|0.999274|0.994120|1.001330,false
1037,46.737961,43.237795,0.925111,60.000,38.300,1,1,1.003752|1.052073,1.003752|1.052073|1.035341|1.047919,false
1038,45.843329,44.161639,0.963317,67.400,41.800,1,1,0.992219|1.013576,0.992219|1.013576|1.054278|0.907011,false
1039,45.668715,38.796391,0.849518,63.800,40.300,1,1,0.911342|0.985856,0.911342|0.985856|1.064376|1.047487,false
1040,19.846401,52.258334,2.633139,65.800,41.100,1,1,0.971064|0.903292,0.971064|0.903292|1.113566|0.954375,false
1041,23.740536,50.804360,2.139984,70.000,43.300,1,1,0.979751|0.954981,0.979751|0.954981|0.999070|0.955828,false
1042,23.826730,52.790863,2.215615,64.600,40.400,1,1,1.023835|0.997593,1.023835|0.997593|0.911784|0.998976,false
1043,46.330807,48.316218,1.042853,67.000,41.300,1,1,1.025265|1.034161,1.025265|1.034161|0.945340|1.027411,false
1044,19.632868,56.274371,2.866335,59.800,38.000,1,1,1.022920|0.940809,1.022920|0.940809|0.904803|1.005180,false
1045,23.739293,50.699628,2.135684,73.000,45.100,1,1,0.957820|0.936240,0.957820|0.936240|0.980129|0.954791,false
1046,46.922968,43.598388,0.929148,58.200,37.500,1,1,0.982206|1.049698,0.982206|1.049698|0.996613|1.064301,false
1047,20.539288,56.395192,2.745723,61.600,38.900,1,1,1.014423|0.949631,1.014423|0.949631|0.948220|1.046403,false
1048,23.414517,50.684005,2.164640,68.600,42.400,1,1,0.986883|0.960451,0.986883|0.960451|1.012365|0.987885,false
1049,44.758198,44.529041,0.994880,74.000,43.100,1,1,0.929805|0.950056,0.929805|0.950056|0.943386|1.023104,false
1050,45.689758,38.173804,0.835500,66.800,41.600,1,1,0.963124|0.995383,0.963124|0.995383|1.046458|1.053651,false
1051,46.499223,40.784285,0.877096,64.000,40.200,1,1,1.008263|1.034098,1.008263|1.034098|1.012695|1.032495,false
1052,31.299881,50.590895,1.616329,73.400,42.100,1,1,1.057538|1.055380,1.057538|1.055380|1.001886|1.095811,false
1053,46.710487,43.118468,0.923100,59.000,37.900,1,1,0.959977|1.036317,0.959977|1.036317|0.976942|0.906933,false
1054,46.637949,42.741455,0.916452,59.200,38.000,1,1,0.942508|1.028821,0.942508|1.028821|0.983761|1.000880,false
1055,24.077757,52.280264,2.171310,65.200,40.800,1,1,1.021310|0.998470,1.021310|0.998470|1.045920|1.064770,false
1056,25.680129,49.480246,1.926791,75.000,46.600,1,1,0.967976|0.956208,0.967976|0.956208|0.949797|1.028604,false
1057,48.381859,50.843420,1.050878,51.400,34.300,1,1,1.001979|1.116124,1.001979|1.116124|1.080365|1.124719,false
1058,46.925768,43.577504,0.928648,58.400,37.600,1,1,0.954821|1.040391,0.954821|1.040391|1.002158|0.920795,false
1059,45.974856,39.701811,0.863555,63.600,40.100,1,1,0.962828|1.009941,0.962828|1.009941|1.036779|0.972974,false
1060,45.528289,49.817925,1.094219,70.800,41.200,1,1,1.005605|1.011527,1.005605|1.011527|0.986775|0.977663,false
1061,47.022622,42.997991,0.914411,60.600,38.600,1,1,1.022049|1.058270,1.022049|1.058270|1.063631|0.985862,false
1062,46.646561,41.352426,0.886505,62.400,39.400,1,1,1.018704|1.049243,1.018704|1.049243|1.049577|1.002616,false
1063,46.075407,40.594247,0.881039,65.600,40.900,1,1,0.985791|1.013660,0.985791|1.013660|1.042148|0.986413,false
1064,46.824394,43.257777,0.923830,59.200,38.000,1,1,0.981313|1.044558,0.981313|1.044558|1.023162|1.026175,false
1065,46.241835,41.303457,0.893205,60.800,38.800,1,1,0.936568|1.015544,0.936568|1.015544|1.056709|1.032469,false
1066,24.786330,51.186852,2.065124,68.800,43.000,1,1,1.000887|0.983010,1.000887|0.983010|0.991176|1.027744,false
1067,46.166589,39.520510,0.856041,64.600,40.600,1,1,0.982389|1.012498,0.982389|1.012498|1.003491|1.095867,false
1068,46.181460,46.925483,1.016111,66.800,41.500,1,1,1.022372|1.037852,1.022372|1.037852|0.996551|1.064681,false
1069,23.042620,51.653480,2.241650,60.600,38.400,1,1,1.049369|1.017020,1.049369|1.017020|1.010538|1.031082,false
1070,45.176858,53.647374,1.187497,81.200,40.200,1,1,0.988004|0.991952,0.988004|0.991952|0.953216|0.938114,false
1071,45.671830,40.920942,0.895978,68.200,42.300,1,1,0.965021|0.993420,0.965021|0.993420|0.939573|1.049115,false
1072,21.346094,54.535039,2.554802,63.000,39.500,1,1,1.009953|0.958027,1.009953|0.958027|0.985861|0.980999,false
1073,19.853140,53.404738,2.689989,53.400,34.900,1,1,1.096286|1.001683,1.096286|1.001683|1.055472|0.901538,false
1074,19.442457,55.084541,2.833209,61.800,39.000,1,1,1.002995|0.921749,1.002995|0.921749|1.001451|0.947008,false
1075,23.591063,52.376924,2.220202,65.200,40.900,1,1,1.015688|0.987807,1.015688|0.987807|0.969247|0.945506,false
1076,46.035363,40.126343,0.871642,63.600,40.100,1,1,0.980888|1.017619,0.980888|1.017619|1.011798|0.944619,false
1077,46.329764,41.850761,0.903323,59.600,38.200,1,1,0.914560|1.014459,0.914560|1.014459|1.030324|0.975609,false
1078,47.424928,47.424928,1.000000,53.400,35.300,1,1,0.918084|1.066626,0.918084|1.066626|0.988024|1.051365,false
1079,20.755219,54.410847,2.621550,58.800,37.600,1,1,1.044290|0.977293,1.044290|0.977293|1.018039|1.026483,false
1080,46.254328,41.482505,0.896835,65.000,40.900,1,1,0.994306|1.022812,0.994306|1.022812|1.021007|1.043229,false
1081,45.719052,38.514701,0.842421,65.200,40.900,1,1,0.923377|0.983043,0.923377|0.983043|0.993740|0.996299,false
1082,46.340234,41.286582,0.890945,62.000,39.300,1,1,0.970458|1.021429,0.970458|1.021429|1.038061|0.952715,false
1083,20.318580,53.811154,2.648372,65.200,40.700,1,1,0.980709|0.918985,0.980709|0.918985|1.009784|0.997253,false
1084,46.387728,42.270118,0.911235,60.000,38.400,1,1,0.944934|1.023357,0.944934|1.023357|1.054451|1.014277,false
1085,44.967698,53.397732,1.187469,76.600,40.600,1,1,0.965543|0.968914,0.965543|0.968914|1.014679|1.002420,false
1086,23.105282,51.777360,2.240932,64.800,40.500,1,1,1.011294|0.983978,1.011294|0.983978|0.957370|0.993530,false
1087,18.928148,54.010384,2.853443,60.600,38.400,1,1,1.009156|0.917633,1.009156|0.917633|1.070189|1.005043,false
1088,47.977000,50.452867,1.051605,51.200,34.200,1,1,0.988103|1.112286,0.988103|1.112286|1.012895|1.069143,false
1089,46.216425,40.798269,0.882766,62.000,39.200,1,1,0.932639|1.006551,0.932639|1.006551|1.013535|1.078870,false
1090,47.906831,48.185519,1.005817,54.800,35.800,1,1,1.046132|1.106236,1.046132|1.106236|0.985539|1.021154,false
1091,19.365101,55.047626,2.842620,59.400,37.800,1,1,1.026127|0.937742,1.026127|0.937742|1.022272|0.967242,false
1092,45.585829,42.484069,0.931958,69.000,42.700,1,1,0.960502|0.984666,0.960502|0.984666|1.041305|0.948794,false
1093,19.466807,57.465185,2.951957,60.800,38.500,1,1,1.011988|0.929333,1.011988|0.929333|0.943968|1.066254,false
1094,19.204445,57.174488,2.977149,59.600,37.900,1,1,1.021998|0.931996,1.021998|0.931996|0.954348|1.051265,false
1095,45.403924,38.934365,0.857511,68.600,42.500,1,1,0.940162|0.973399,0.940162|0.973399|1.042386|0.957272,false
1096,46.023102,39.057023,0.848640,64.800,40.700,1,1,0.957802|1.001489,0.957802|1.001489|0.962550|0.975141,false
1097,21.386242,53.662710,2.509216,59.800,38.100,1,1,1.040555|0.985065,1.040555|0.985065|1.013037|0.962239,false
1098,24.244931,50.865820,2.097998,65.600,41.100,1,1,1.019883|0.998409,1.019883|0.998409|0.974023|1.016625,false
1099,19.758718,57.737990,2.922153,59.800,38.000,1,1,1.024601|0.944117,1.024601|0.944117|0.925205|1.015233,false
1100,23.533324,52.623521,2.236128,62.800,39.600,1,1,1.036297|1.006558,1.036297|1.006558|0.961723|1.014638,false
1101,20.031422,55.060277,2.748695,54.400,35.400,1,1,1.086260|0.997190,1.086260|0.997190|1.014999|0.988944,false
1102,22.225650,53.577905,2.410634,66.600,41.500,1,1,0.989041|0.950160,0.989041|0.950160|0.945984|0.949431,false
1103,45.027297,52.971614,1.176433,84.800,40.600,1,1,0.991248|0.989925,0.991248|0.989925|0.958725|0.887827,false
1104,47.421472,46.474696,0.980035,55.800,36.300,1,1,1.024130|1.084209,1.024130|1.084209|1.040041|0.994206,false
1105,47.188371,45.244476,0.958806,55.600,36.400,1,1,0.933169|1.052801,0.933169|1.052801|1.045495|0.952162,false
1106,46.740239,42.109264,0.900921,60.400,38.600,1,1,0.978413|1.034322,0.978413|1.034322|0.920129|1.050853,false
1107,46.004292,41.301826,0.897782,65.800,41.100,1,1,0.989214|1.012642,0.989214|1.012642|0.953137|0.958845,false
1108,23.405524,51.118030,2.184016,69.200,42.900,1,1,0.981386|0.955319,0.981386|0.955319|0.966049|1.040278,false
1109,47.057095,43.974874,0.934500,57.800,37.300,1,1,0.951936|1.042993,0.951936|1.042993|1.024523|0.968016,false
1110,46.116161,50.221912,1.089031,68.200,41.000,1,1,1.020399|1.026668,1.020399|1.026668|0.960972|1.025112,false
1111,19.332185,54.515434,2.819931,56.400,36.400,1,1,1.055811|0.960451,1.055811|0.960451|1.032398|0.991516,false
1112,47.583182,46.931593,0.986306,54.800,35.900,1,1,0.986019|1.078543,0.986019|1.078543|1.016188|0.937399,false
1113,45.989368,39.760972,0.864569,64.000,40.300,1,1,0.970689|1.013279,0.970689|1.013279|0.942468|0.947792,false
1114,21.556430,53.411860,2.477769,55.400,35.900,1,1,1.089634|1.029031,1.089634|1.029031|1.021257|0.981025,false
1115,26.690026,50.351001,1.886510,64.600,40.500,1,1,1.060123|1.053113,1.060123|1.053113|0.993215|1.000591,false
1116,46.237702,41.425501,0.895925,59.600,38.300,1,1,0.886912|1.004486,0.886912|1.004486|1.027573|1.015286,false
1117,47.487240,47.818779,1.006982,54.000,35.500,1,1,0.988350|1.086264,0.988350|1.086264|0.993884|1.063037,false
1118,28.506830,51.088104,1.792136,81.000,45.200,1,1,0.966519|0.961469,0.966519|0.961469|1.015952|1.021351,false
1119,43.954870,50.334604,1.145143,91.800,42.700,1,1,0.933383|0.934115,0.933383|0.934115|0.921999|1.008144,false
1120,32.759355,48.879931,1.492091,79.600,41.700,1,1,1.032126|1.032129,1.032126|1.032129|0.943884|0.937220,false
1121,47.147184,45.254590,0.959858,56.400,36.700,1,1,0.976212|1.062230,0.976212|1.062230|0.984050|1.001990,false
1122,21.985889,52.945556,2.408161,63.600,39.900,1,1,1.010318|0.968018,1.010318|0.968018|0.978558|1.062267,false
1123,46.372501,40.805265,0.879945,62.000,39.400,1,1,0.980600|1.023966,0.980600|1.023966|1.001904|0.959369,false
1124,46.006715,55.501304,1.206374,72.400,39.600,1,1,1.027890|1.032909,1.027890|1.032909|1.054024|0.986576,false
