seed,single_dmg,triple_dmg,ratio,single_combat,triple_combat,single_contact,triple_contact,single_qod,triple_qod,ge3
1181,25.991163,25.726068,0.989801,68.600,32.500,100,97,1.017023|1.006811,1.017023|1.006811|1.000558|1.050054,false
1182,20.257405,25.650043,1.266206,64.800,33.600,100,97,0.984247|0.918945,0.984247|0.918945|0.982591|0.942565,false
1183,20.321669,24.717393,1.216307,51.600,32.500,100,97,1.125529|1.033539,1.125529|1.033539|0.963616|1.042645,false
1184,19.483571,25.050420,1.285720,58.800,33.600,100,97,1.031584|0.944797,1.031584|0.944797|0.966436|0.904762,false
1185,18.810985,26.532228,1.410465,63.600,33.700,100,97,0.980347|0.894245,0.980347|0.894245|1.009389|0.974529,false
1186,45.479471,26.292733,0.578123,69.000,33.400,100,97,0.953279|0.985459,0.953279|0.985459|0.990907|0.927390,false
1187,19.881262,27.203006,1.368274,60.000,33.100,100,97,1.023372|0.945499,1.023372|0.945499|1.037783|1.014650,false
1188,47.430835,27.870377,0.587600,57.000,32.700,100,97,1.006894|1.069227,1.006894|1.069227|1.056891|1.062109,false
1189,20.029075,26.622843,1.329210,58.000,32.700,100,97,1.047136|0.964873,1.047136|0.964873|1.041835|0.976361,false
1190,46.060911,24.649483,0.535150,63.800,32.700,100,97,0.964386|1.012011,0.964386|1.012011|0.935213|1.026796,false
1191,19.430713,24.503343,1.261062,59.200,32.900,100,97,1.028075|0.940701,1.028075|0.940701|0.965547|0.982150,false
1192,46.841138,26.109110,0.557397,58.800,32.500,100,97,0.979532|1.045205,0.979532|1.045205|0.988452|0.991339,false
1193,45.668144,27.415582,0.600322,67.000,33.200,100,97,0.965834|0.999547,0.965834|0.999547|1.022990|1.074753,false
1194,23.315492,27.545283,1.181415,68.400,33.800,100,97,0.986440|0.959151,0.986440|0.959151|1.059406|1.082946,false
1195,46.037108,26.769945,0.581486,63.600,32.900,100,97,0.965444|1.013423,0.965444|1.013423|1.000258|1.064607,false
1196,46.452077,26.765661,0.576199,60.200,33.400,100,97,0.947903|1.025515,0.947903|1.025515|0.998067|0.981555,false
1197,46.181859,27.402484,0.593360,61.400,34.600,100,97,0.905976|0.999093,0.905976|0.999093|1.007954|1.025925,false
1198,19.446541,25.336925,1.302901,57.400,32.500,100,97,1.045893|0.955077,1.045893|0.955077|0.988567|1.062937,false
1199,19.211449,24.760363,1.288834,57.200,33.300,100,97,1.046799|0.950944,1.046799|0.950944|0.942001|0.995028,false
1200,22.700813,25.790449,1.136102,59.600,32.200,100,97,1.055781|1.017263,1.055781|1.017263|1.020639|1.069000,false
1201,46.453022,27.036171,0.582011,60.400,33.300,100,97,0.965391|1.030594,0.965391|1.030594|1.029293|0.995314,false
1202,19.978065,26.073920,1.305127,57.000,32.700,100,97,1.055429|0.972284,1.055429|0.972284|1.021036|0.990782,false
1203,27.654406,25.342212,0.916390,71.600,32.900,100,97,1.018953|1.008077,1.018953|1.008077|0.958825|1.032718,false
1204,46.522200,27.262178,0.586004,63.400,32.900,100,97,1.000811|1.029227,1.000811|1.029227|1.028169|1.018428,false
1205,19.136989,25.361783,1.325275,52.000,32.800,100,97,1.108076|0.995583,1.108076|0.995583|0.977959|1.000427,false
1206,45.879144,25.936844,0.565330,67.800,32.500,100,97,0.982519|1.002182,0.982519|1.002182|0.973064|0.995863,false
1207,47.310053,26.109102,0.551872,58.400,32.200,100,97,1.053370|1.084991,1.053370|1.084991|1.000199|1.053128,false
1208,26.104423,27.155598,1.040268,71.600,33.000,100,97,0.996360|0.986072,0.996360|0.986072|1.035448|0.993379,false
1209,46.911025,26.019262,0.554651,58.800,32.800,100,97,1.008698|1.057303,1.008698|1.057303|1.002850|0.933124,false
1210,21.896533,24.819907,1.133509,61.000,33.100,100,97,1.035744|0.985878,1.035744|0.985878|0.956686|0.907206,false
1211,44.823659,26.987846,0.602089,75.400,34.500,100,97,0.962825|0.968658,0.962825|0.968658|0.993882|0.944264,false
1212,23.745931,26.245606,1.105268,67.600,32.400,100,97,0.996886|0.973157,0.996886|0.973157|0.996208|1.040714,false
1213,46.428508,25.408724,0.547266,65.800,32.700,100,97,1.042233|1.051377,1.042233|1.051377|0.960382|1.014564,false
1214,24.908986,27.833682,1.117415,68.600,33.600,100,97,1.005655|0.984421,1.005655|0.984421|1.070442|1.016117,false
1215,24.090733,25.214349,1.046641,64.600,32.500,100,97,1.026833|1.004327,1.026833|1.004327|0.972619|1.019479,false
1216,23.509694,24.999661,1.063377,64.600,33.200,100,97,1.021744|0.988919,1.021744|0.988919|0.956856|0.941000,false
1217,32.677574,27.206054,0.832560,88.300,33.500,100,97,0.976259|0.973920,0.976259|0.973920|1.021292|0.984086,false
1218,22.276924,25.258655,1.133848,63.800,33.100,100,97,1.012384|0.973746,1.012384|0.973746|0.957296|1.005803,false
1219,47.766320,27.992417,0.586028,53.400,33.100,100,97,0.991657|1.093939,0.991657|1.093939|1.065840|1.059272,false
1220,46.646780,25.993352,0.557238,67.400,32.400,100,97,1.060728|1.063708,1.060728|1.063708|1.006686|1.027190,false
1221,20.957066,28.301595,1.350456,57.200,32.900,100,97,1.064805|0.994749,1.064805|0.994749|1.095564|0.997772,false
1222,47.146659,24.787647,0.525756,59.200,32.500,100,97,1.057002|1.082580,1.057002|1.082580|0.954702|0.942815,false
1223,48.225579,24.334604,0.504600,50.800,32.400,100,97,0.990882|1.118704,0.990882|1.118704|0.919033|0.987082,false
1224,34.612062,25.229710,0.728928,86.500,33.000,100,97,1.002931|0.999740,1.002931|0.999740|0.943961|1.010428,false
1225,22.125285,26.723529,1.207828,68.800,33.600,100,97,0.970604|0.934065,0.970604|0.934065|1.009075|0.941072,false
1226,44.489594,25.252775,0.567611,89.600,33.300,100,97,0.970647|0.967677,0.970647|0.967677|0.945770|0.961866,false
1227,47.094965,25.414392,0.539641,58.400,32.700,100,97,1.016319|1.063773,1.016319|1.063773|0.972285|0.943499,false
1228,21.938756,25.398679,1.157708,60.800,32.600,100,97,1.037275|0.988172,1.037275|0.988172|0.983849|1.055444,false
1229,22.073809,25.408925,1.151089,63.400,33.300,100,97,1.013730|0.971064,1.013730|0.971064|0.988624|0.914705,false
1230,24.471238,25.836324,1.055783,72.400,33.000,100,97,0.972129|0.950523,0.972129|0.950523|0.963743|1.003670,false
1231,46.296861,27.794768,0.600360,60.200,34.100,100,97,0.938423|1.019331,0.938423|1.019331|1.046523|1.020694,false
1232,46.133097,26.064803,0.564991,63.400,32.600,100,97,0.978162|1.020267,0.978162|1.020267|0.981006|1.021643,false
1233,17.221070,27.906829,1.620505,51.400,32.300,100,97,1.097851|0.947068,1.097851|0.947068|1.107315|1.024203,false
1234,44.230239,28.193751,0.637432,76.400,35.100,100,97,0.909242|0.929648,0.909242|0.929648|1.043002|0.996524,false
1235,46.599928,27.410296,0.588205,59.600,33.100,100,97,0.953206|1.030881,0.953206|1.030881|1.015429|1.128492,false
1236,46.037723,26.054405,0.565936,65.800,32.300,100,97,0.978254|1.010902,0.978254|1.010902|0.987809|1.047909,false
1237,47.207845,25.646655,0.543271,60.000,32.300,100,97,1.033091|1.066582,1.033091|1.066582|0.985845|1.057290,false
1238,47.789094,27.144954,0.568016,53.400,32.700,100,97,1.003328|1.097975,1.003328|1.097975|1.038247|0.998039,false
1239,45.200102,26.948119,0.596196,67.800,33.800,100,97,0.926395|0.969899,0.926395|0.969899|0.995146|1.041601,false
1240,19.543366,26.608469,1.361509,65.400,33.300,100,97,0.972102|0.899064,0.972102|0.899064|0.992391|1.046689,false
1241,23.005824,25.980666,1.129308,59.800,32.300,100,97,1.057795|1.023644,1.057795|1.023644|1.041241|0.968536,false
1242,44.993378,26.617676,0.591591,74.800,33.000,100,97,0.979728|0.981919,0.979728|0.981919|0.996971|1.017847,false
1243,45.803271,26.151054,0.570943,67.200,32.900,100,97,0.982324|1.006658,0.982324|1.006658|0.988077|1.008165,false
1244,26.972611,27.420603,1.016609,67.400,32.300,100,97,1.039184|1.033734,1.039184|1.033734|1.060066|1.022944,false
1245,23.478323,26.023277,1.108396,63.200,32.600,100,97,1.035565|0.998520,1.035565|0.998520|1.023308|0.980611,false
1246,45.903911,25.756734,0.561101,64.400,33.200,100,97,0.932881|0.992959,0.932881|0.992959|0.946278|0.971342,false
1247,18.490325,24.149474,1.306060,52.800,32.600,100,97,1.091229|0.969728,1.091229|0.969728|0.943273|1.040095,false
1248,45.454420,27.589977,0.606981,70.800,33.400,100,97,0.982662|0.994887,0.982662|0.994887|1.045750|1.110782,false
1249,21.657531,25.743601,1.188667,58.600,32.900,100,97,1.057513|0.997121,1.057513|0.997121|0.994324|0.970116,false
