seed,single_dmg,triple_dmg,ratio,single_combat,triple_combat,single_contact,triple_contact,single_qod,triple_qod,ge3
1280,46.056373,26.890287,0.583856,64.600,33.900,100,97,0.973203|1.009318,0.973203|1.009318|1.044564|0.978594,false
1281,47.094159,26.178531,0.555876,57.800,32.400,100,97,0.989531|1.055892,0.989531|1.055892|0.981580|1.071705,false
1282,27.066262,27.881790,1.030131,73.600,33.900,100,97,0.995881|0.986323,0.995881|0.986323|1.064528|1.051284,false
1283,18.727844,24.949754,1.332228,59.600,33.100,100,97,1.017184|0.919977,1.017184|0.919977|0.966589|1.003326,false
1284,20.739775,25.963631,1.251876,56.600,32.600,100,97,1.068497|0.996205,1.068497|0.996205|1.023874|0.975271,false
1285,45.929276,27.356903,0.595631,62.000,34.000,100,97,0.895440|0.990444,0.895440|0.990444|0.996302|1.025469,false
1286,25.586312,27.598965,1.078661,71.600,33.500,100,97,0.989418|0.977881,0.989418|0.977881|1.037205|1.075604,false
1287,16.111034,25.327018,1.572029,53.000,33.200,100,97,1.064870|0.901835,1.064870|0.901835|1.010774|0.962902,false
1288,22.033938,24.121077,1.094724,64.200,32.700,100,97,1.007219|0.963510,1.007219|0.963510|0.935389|1.037161,false
1289,46.709209,27.275814,0.583949,60.400,33.000,100,97,0.974352|1.033226,0.974352|1.033226|1.013270|1.095977,false
1290,45.564691,26.008321,0.570800,73.400,32.300,100,97,1.010541|1.012719,1.010541|1.012719|0.986022|1.105362,false
1291,45.609839,24.842569,0.544676,69.600,32.800,100,97,0.982634|0.998091,0.982634|0.998091|0.918845|0.985983,false
1292,46.623010,26.806818,0.574970,61.400,33.400,100,97,0.990128|1.036938,0.990128|1.036938|1.022727|0.989940,false
1293,21.753728,25.724629,1.182539,59.600,32.800,100,97,1.048022|0.992879,1.048022|0.992879|1.006145|0.971805,false
1294,19.839409,27.558944,1.389101,61.200,33.500,100,97,1.012607|0.935847,1.012607|0.935847|1.076965|1.024437,false
1295,24.499531,27.272855,1.113199,65.000,32.500,100,97,1.027070|1.007475,1.027070|1.007475|1.050916|1.025112,false
1296,46.184204,26.061149,0.564287,64.800,32.100,100,97,0.993600|1.017583,0.993600|1.017583|0.984227|1.082886,false
1297,45.587213,25.998181,0.570295,79.800,32.400,100,97,1.021308|1.019913,1.021308|1.019913|1.007907|1.046767,false
1298,27.236194,26.840271,0.985463,65.000,32.300,100,97,1.064318|1.057439,1.064318|1.057439|1.053992|1.010040,false
1299,23.943179,26.155435,1.092396,68.200,32.700,100,97,0.995514|0.972358,0.995514|0.972358|1.002487|0.980458,false
1300,18.825718,25.013407,1.328683,56.400,33.000,100,97,1.051565|0.947336,1.051565|0.947336|1.000565|0.970862,false
1301,19.871810,25.681298,1.292348,57.000,32.600,100,97,1.054804|0.968667,1.054804|0.968667|1.029861|0.956938,false
1302,24.969559,25.770417,1.032073,74.200,33.500,100,97,0.961249|0.953356,0.961249|0.953356|0.963846|1.050015,false
1303,19.933675,25.747390,1.291653,58.200,32.700,100,97,1.042271|0.961135,1.042271|0.961135|1.002260|1.016051,false
1304,46.905767,27.990419,0.596737,56.600,34.000,100,97,0.945517|1.048478,0.945517|1.048478|1.054758|1.002372,false
1305,21.659203,26.197446,1.209530,57.000,31.900,100,97,1.072663|1.015610,1.072663|1.015610|1.056472|1.045053,false
1306,25.577120,26.558089,1.038353,73.000,33.100,100,97,0.979560|0.967709,0.979560|0.967709|1.004940|0.978928,false
1307,45.605296,28.325880,0.621109,64.200,34.700,100,97,0.915736|0.985159,0.915736|0.985159|1.048203|1.026938,false
1308,46.515397,27.349164,0.587959,60.800,33.900,100,97,0.951799|1.021107,0.951799|1.021107|1.033791|1.015019,false
1309,24.186589,27.471967,1.135835,69.000,33.800,100,97,0.991697|0.970887,0.991697|0.970887|1.060344|0.947378,false
1310,46.694360,25.223172,0.540176,61.400,32.700,100,97,0.993178|1.037501,0.993178|1.037501|0.939807|1.025856,false
1311,46.072052,24.123384,0.523601,63.000,32.800,100,97,0.969454|1.015660,0.969454|1.015660|0.916773|0.977815,false
1312,45.244815,25.489511,0.563369,70.400,33.000,100,97,0.955032|0.978975,0.955032|0.978975|0.948482|0.945345,false
1313,46.122646,26.662324,0.578074,67.600,32.700,100,97,1.010665|1.020657,1.010665|1.020657|1.019575|0.951911,false
1314,46.265334,27.280441,0.589652,61.400,34.500,100,97,0.905457|0.999807,0.905457|0.999807|1.029387|0.951910,false
1315,44.989671,25.320614,0.562809,75.400,33.000,100,97,0.976814|0.983470,0.976814|0.983470|0.968750|0.934342,false
1316,20.988172,27.615419,1.315761,61.200,33.600,100,97,1.023296|0.963982,1.023296|0.963982|1.048377|0.986244,false
1317,23.870533,25.951441,1.087175,61.600,32.700,100,97,1.052302|1.024998,1.052302|1.024998|1.024085|1.002032,false
1318,24.387466,22.923094,0.939954,68.800,33.000,100,97,0.999662|0.972286,0.999662|0.972286|0.867133|0.957653,false
1319,19.804275,25.766940,1.301080,53.200,32.300,100,97,1.098687|1.002388,1.098687|1.002388|1.045002|1.042092,false
1320,45.755571,25.414606,0.555443,80.700,32.600,100,97,1.045441|1.047810,1.045441|1.047810|1.011620|0.949909,false
1321,15.546734,25.396675,1.633570,54.200,33.100,100,97,1.046489|0.877659,1.046489|0.877659|1.022459|1.014820,false
1322,27.968770,24.510448,0.876351,69.000,32.900,100,97,1.039915|1.036662,1.039915|1.036662|0.965938|0.913049,false
1323,46.790794,25.475801,0.544462,60.600,32.700,100,97,0.984118|1.036681,0.984118|1.036681|0.960701|0.961444,false
1324,20.864188,27.377039,1.312155,64.200,33.400,100,97,0.994341|0.937736,0.994341|0.937736|1.059955|1.029396,false
1325,47.140950,26.163583,0.555008,57.800,32.400,100,97,0.983885|1.055251,0.983885|1.055251|0.997400|0.970857,false
1326,47.614233,25.162191,0.528459,55.000,32.800,100,97,0.993440|1.081089,0.993440|1.081089|0.955870|1.013482,false
1327,21.533794,25.610703,1.189326,66.000,32.600,100,97,0.985225|0.939927,0.985225|0.939927|0.976673|1.098835,false
1328,46.351292,27.143171,0.585597,61.200,33.700,100,97,0.935284|1.011504,0.935284|1.011504|1.008205|1.036561,false
1329,19.851728,26.645072,1.342204,56.800,32.800,100,97,1.058013|0.971218,1.058013|0.971218|1.054406|0.989542,false
1330,23.934443,25.525903,1.066492,68.200,33.000,100,97,0.996051|0.971077,0.996051|0.971077|0.963737|0.978459,false
1331,46.242841,27.411382,0.592770,65.400,32.900,100,97,1.005060|1.027087,1.005060|1.027087|1.045084|0.995448,false
1332,19.239829,25.302723,1.315122,57.800,33.300,100,97,1.040363|0.946728,1.040363|0.946728|0.977636|0.957862,false
1333,23.461155,25.151145,1.072034,64.600,32.300,100,97,1.018647|0.992198,1.018647|0.992198|0.955635|1.074485,false
1334,46.662288,25.722796,0.551254,57.400,32.700,100,97,0.928297|1.036240,0.928297|1.036240|0.935809|1.025902,false
1335,45.330604,27.913500,0.615776,72.200,33.900,100,97,0.974917|0.983891,0.974917|0.983891|1.064991|1.036721,false
1336,46.849512,26.730391,0.570559,58.400,33.100,100,97,0.964201|1.042672,0.964201|1.042672|0.995601|0.961365,false
1337,45.274175,27.262088,0.602155,76.800,33.500,100,97,0.989346|0.995741,0.989346|0.995741|1.029600|0.947397,false
1338,46.527410,25.965681,0.558073,62.600,32.500,100,97,1.011493|1.040350,1.011493|1.040350|0.992379|1.019730,false
1339,23.155881,25.437026,1.098513,61.000,32.900,100,97,1.048662|1.015475,1.048662|1.015475|0.970451|1.009632,false
1340,45.673779,26.947926,0.590009,66.000,34.100,100,97,0.943661|0.989153,0.943661|0.989153|1.001750|0.963469,false
1341,45.505879,25.865697,0.568403,68.200,32.800,100,97,0.953170|0.982683,0.953170|0.982683|0.956135|0.989638,false
1342,20.712157,25.416288,1.227119,62.200,33.200,100,97,1.011198|0.947901,1.011198|0.947901|0.991027|0.992083,false
1343,45.847380,24.876625,0.542596,67.200,33.000,100,97,0.997390|1.015763,0.997390|1.015763|0.958650|0.929307,false
1344,47.143341,29.015632,0.615477,57.800,33.700,100,97,0.999365|1.060497,0.999365|1.060497|1.115087|1.037419,false
1345,22.213622,24.190692,1.089003,64.200,33.500,100,97,1.011058|0.964260,1.011058|0.964260|0.938449|0.862595,false
1346,17.636809,25.597529,1.451370,55.200,32.500,100,97,1.053103|0.925459,1.053103|0.925459|1.023522|1.034267,false
1347,22.439471,26.200077,1.167589,63.000,32.600,100,97,1.024046|0.977862,1.024046|0.977862|1.018059|1.005746,false
1348,20.791448,26.355474,1.267611,58.600,32.500,100,97,1.046481|0.978835,1.046481|0.978835|1.047930|1.009449,false
1349,46.914587,25.606199,0.545805,62.800,32.000,100,97,1.044642|1.060394,1.044642|1.060394|0.965220|1.119017,false
1350,22.458817,25.379029,1.130025,63.000,33.000,100,97,1.020969|0.982256,1.020969|0.982256|0.998676|1.001557,false
1351,25.327874,27.970111,1.104321,64.800,32.700,100,97,1.041789|1.024426,1.041789|1.024426|1.070884|0.977591,false
1352,45.275810,25.250279,0.557699,79.800,33.000,100,97,0.989088|0.992382,0.989088|0.992382|0.959971|1.066634,false
1353,46.853876,26.137889,0.557860,59.000,32.500,100,97,0.971934|1.042624,0.971934|1.042624|0.969045|1.035080,false
1354,45.768724,25.655632,0.560549,67.200,32.500,100,97,0.984785|1.010432,0.984785|1.010432|0.977587|1.057772,false
1355,20.424725,25.742345,1.260352,66.800,32.900,100,97,0.967938|0.910753,0.967938|0.910753|0.978243|0.986227,false
1356,46.664083,24.851409,0.532560,59.600,32.800,100,97,0.986685|1.042170,0.986685|1.042170|0.925056|0.988727,false
1357,46.037000,27.774881,0.603316,65.800,33.100,100,97,0.994457|1.016838,0.994457|1.016838|1.039503|1.052644,false
1358,46.310963,25.568494,0.552105,66.200,32.500,100,97,1.038755|1.048924,1.038755|1.048924|0.975303|0.988153,false
1359,26.590503,27.449363,1.032300,73.600,33.700,100,97,0.986766|0.982145,0.986766|0.982145|1.041980|0.988650,false
1360,46.823054,26.503535,0.566036,58.200,32.600,100,97,0.956473|1.040017,0.956473|1.040017|0.962125|1.098708,false
1361,22.394249,25.723540,1.148667,61.000,32.400,100,97,1.039085|0.998635,1.039085|0.998635|1.021660|0.969202,false
1362,46.330585,24.557664,0.530053,62.400,33.000,100,97,0.980800|1.022032,0.980800|1.022032|0.927371|1.005388,false
1363,47.762208,26.439564,0.553567,53.400,32.500,100,97,0.973852|1.088193,0.973852|1.088193|0.997470|0.936093,false
1364,23.333366,26.629877,1.141279,66.600,33.100,100,97,1.001206|0.973143,1.001206|0.973143|1.002867|0.980554,false
1365,45.711412,27.481087,0.601187,70.000,32.500,100,97,1.007415|1.016489,1.007415|1.016489|1.027330|1.110341,false
1366,45.423892,25.799141,0.567964,77.200,32.500,100,97,1.008133|1.007538,1.008133|1.007538|0.980365|1.042451,false
1367,27.057470,27.143456,1.003178,72.200,33.400,100,97,1.005928|0.995746,1.005928|0.995746|1.032665|0.930651,false
1368,27.320589,25.568810,0.935881,85.000,33.500,100,97,0.930216|0.920176,0.930216|0.920176|0.945172|0.969346,false
1369,19.797264,25.166672,1.271220,59.800,33.100,100,97,1.025383|0.945220,1.025383|0.945220|1.005242|1.016636,false
1370,16.173566,25.312466,1.565052,49.800,33.100,100,97,1.108620|0.931177,1.108620|0.931177|1.003621|0.959691,false
1371,23.327021,26.990070,1.157030,70.800,33.000,100,97,0.968598|0.943796,0.968598|0.943796|0.997212|1.067556,false
1372,21.789446,26.785725,1.229298,59.800,32.500,100,97,1.046248|0.991103,1.046248|0.991103|1.047316|0.931896,false
1373,21.749920,25.472769,1.171166,64.800,32.800,100,97,0.998209|0.953760,0.998209|0.953760|0.965512|1.005635,false
1374,25.403544,24.457085,0.962743,66.200,32.900,100,97,1.029032|1.015688,1.029032|1.015688|0.926754|0.999612,false
