seed,single_dmg,triple_dmg,ratio,single_combat,triple_combat,single_contact,triple_contact,single_qod,triple_qod,ge3
1399,21.194145,26.469677,1.248915,60.000,32.700,100,97,1.037470|0.977954,1.037470|0.977954|1.030130|1.032498,false
1400,30.654111,25.230468,0.823070,73.800,32.600,100,97,1.042212|1.045197,1.042212|1.045197|0.982117|1.032687,false
1401,25.866535,28.318979,1.094811,74.800,34.300,100,97,0.972179|0.958807,0.972179|0.958807|1.081804|1.023533,false
1402,46.514525,27.285990,0.586612,60.800,33.800,100,97,0.964135|1.025352,0.964135|1.025352|1.017932|0.999292,false
1403,19.174347,24.016114,1.252513,51.600,33.000,100,97,1.113743|1.000620,1.113743|1.000620|0.926736|0.994236,false
1404,47.177861,27.399332,0.580767,56.400,33.400,100,97,0.981733|1.064398,0.981733|1.064398|1.044495|0.942347,false
1405,26.332703,27.485334,1.043772,72.600,33.700,100,97,0.990120|0.985269,0.990120|0.985269|1.047958|0.956252,false
1406,23.419373,25.237358,1.077627,65.400,33.100,100,97,1.014186|0.980943,1.014186|0.980943|0.946825|0.983065,false
1407,46.376710,26.669637,0.575065,60.200,32.800,100,97,0.951674|1.024626,0.951674|1.024626|0.980115|1.072420,false
1408,46.488353,24.974959,0.537230,61.000,32.800,100,97,0.964449|1.023662,0.964449|1.023662|0.928552|1.000714,false
1409,46.234906,27.309454,0.590667,62.000,34.300,100,97,0.934807|1.006830,0.934807|1.006830|1.038547|0.961476,false
1410,27.830663,25.961517,0.932839,70.600,32.500,100,97,1.026239|1.021314,1.026239|1.021314|0.999629|1.012198,false
1411,46.903703,27.376218,0.583669,58.400,33.200,100,97,0.976377|1.046630,0.976377|1.046630|1.021642|1.022660,false
1412,46.279589,25.040152,0.541063,69.000,33.000,100,97,1.044320|1.048857,1.044320|1.048857|0.950397|0.961625,false
1413,20.631963,27.032878,1.310243,62.400,33.500,100,97,1.007952|0.945945,1.007952|0.945945|1.028744|0.945807,false
1414,45.731171,26.394515,0.577167,68.600,33.400,100,97,0.975280|0.997497,0.975280|0.997497|0.996992|0.917979,false
1415,16.933970,25.742863,1.520191,51.000,33.100,100,97,1.099299|0.942187,1.099299|0.942187|1.027902|0.948450,false
1416,46.762192,26.621807,0.569302,58.600,33.600,100,97,0.935936|1.030745,0.935936|1.030745|0.989336|1.052005,false
1417,46.542677,27.589334,0.592775,61.600,32.900,100,97,0.997075|1.034362,0.997075|1.034362|1.049484|1.053072,false
1418,27.337312,24.109915,0.881942,72.600,32.800,100,97,1.005684|0.998727,1.005684|0.998727|0.937016|0.957597,false
1419,26.737775,25.140624,0.940266,68.000,33.200,100,97,1.034988|1.019269,1.034988|1.019269|0.945003|0.976532,false
1420,45.958298,27.988648,0.609001,69.800,33.100,100,97,1.022219|1.030138,1.022219|1.030138|1.067170|1.029607,false
1421,46.166280,25.250923,0.546956,66.400,32.700,100,97,1.032707|1.038520,1.032707|1.038520|0.982998|0.932320,false
1422,24.152085,27.691143,1.146532,64.400,32.900,100,97,1.030007|1.005827,1.030007|1.005827|1.052981|1.017913,false
1423,24.803655,25.994132,1.047996,71.800,32.800,100,97,0.979236|0.962020,0.979236|0.962020|0.984934|0.980523,false
1424,46.558855,25.663950,0.551215,58.800,34.300,100,97,0.895686|1.014497,0.895686|1.014497|0.943464|0.869649,false
1425,23.002521,24.963655,1.085257,64.000,33.000,100,97,1.019720|0.985072,1.019720|0.985072|0.939039|1.023542,false
1426,31.034601,25.797174,0.831239,87.600,32.900,100,97,0.959142|0.959353,0.959142|0.959353|0.958784|1.041989,false
1427,45.778147,27.414946,0.598865,66.200,33.800,100,97,0.971264|1.002493,0.971264|1.002493|1.032575|1.010855,false
1428,45.783607,25.046765,0.547068,67.000,33.000,100,97,0.982282|1.007492,0.982282|1.007492|0.933133|0.963273,false
1429,43.671968,26.764331,0.612849,89.600,34.000,100,97,0.918521|0.922364,0.918521|0.922364|0.991892|1.050809,false
1430,22.293915,25.320205,1.135745,60.000,32.800,100,97,1.048633|1.002947,1.048633|1.002947|0.965648|1.015749,false
1431,23.386026,25.771510,1.102005,65.200,32.800,100,97,1.014303|0.983103,1.014303|0.983103|0.986807|0.990389,false
1432,23.576200,25.633868,1.087277,67.200,32.500,100,97,1.000651|0.971911,1.000651|0.971911|0.983758|1.063667,false
1433,25.432680,27.399767,1.077345,81.000,35.200,100,97,0.926979|0.917682,0.926979|0.917682|1.024670|0.991651,false
1434,26.269294,27.114454,1.032173,74.600,33.500,100,97,0.979207|0.965114,0.979207|0.965114|1.020489|1.026013,false
1435,21.694260,27.253425,1.256251,67.000,33.800,100,97,0.978685|0.937002,0.978685|0.937002|1.029528|0.959346,false
1436,29.657366,25.361048,0.855135,79.800,32.900,100,97,0.987715|0.987602,0.987715|0.987602|0.967717|1.017534,false
1437,45.764036,26.817356,0.585992,64.000,34.000,100,97,0.940854|0.996738,0.940854|0.996738|1.000274|0.950407,false
1438,18.975440,26.069342,1.373846,58.000,32.800,100,97,1.035741|0.938355,1.035741|0.938355|1.031865|1.009572,false
1439,19.765731,25.178110,1.273826,54.600,33.000,100,97,1.080853|0.987967,1.080853|0.987967|0.970943|0.969274,false
1440,45.519638,27.537030,0.604948,65.200,35.300,100,97,0.895033|0.971325,0.895033|0.971325|1.016741|0.990335,false
1441,47.108740,26.250554,0.557233,60.000,32.400,100,97,1.029524|1.062819,1.029524|1.062819|1.020182|0.997281,false
1442,21.246890,25.842406,1.216291,59.400,32.800,100,97,1.045348|0.982665,1.045348|0.982665|1.031608|0.974651,false
1443,23.793380,25.864201,1.087034,75.000,33.300,100,97,0.945894|0.924384,0.945894|0.924384|0.970011|1.002413,false
1444,45.265731,25.141241,0.555414,70.400,32.700,100,97,0.961393|0.980816,0.961393|0.980816|0.943013|1.040899,false
1445,21.968367,27.462882,1.250110,64.400,32.900,100,97,1.005409|0.959786,1.005409|0.959786|1.039211|1.104432,false
1446,20.993002,27.797945,1.324153,67.400,34.200,100,97,0.971050|0.917687,0.971050|0.917687|1.057644|1.014306,false
1447,27.001476,26.987721,0.999491,74.200,33.300,100,97,0.991313|0.978381,0.991313|0.978381|1.013565|0.971956,false
1448,19.281680,25.639811,1.329750,59.000,32.900,100,97,1.028451|0.938406,1.028451|0.938406|1.015152|0.963795,false
1449,24.391900,27.336601,1.120725,67.800,33.500,100,97,1.005620|0.983340,1.005620|0.983340|1.041200|0.961206,false
1450,20.182852,25.249021,1.251014,55.600,33.000,100,97,1.072976|0.989981,1.072976|0.989981|0.969822|1.012708,false
1451,22.423193,26.837864,1.196880,68.600,33.000,100,97,0.974237|0.941008,0.974237|0.941008|0.993156|1.040981,false
1452,20.151605,27.232935,1.351403,60.800,33.000,100,97,1.017597|0.945907,1.017597|0.945907|1.045976|1.009614,false
1453,46.797536,27.197550,0.581175,60.600,32.700,100,97,0.992842|1.040454,0.992842|1.040454|1.026671|1.057442,false
1454,48.137221,25.708280,0.534062,51.000,32.500,100,97,1.013420|1.123477,1.013420|1.123477|0.990820|0.888653,false
1455,18.506819,25.916207,1.400360,57.600,32.700,100,97,1.034478|0.929118,1.034478|0.929118|1.015343|1.037536,false
1456,17.493101,23.617284,1.350091,50.800,32.700,100,97,1.106789|0.959884,1.106789|0.959884|0.927764|1.009759,false
1457,45.908576,27.136179,0.591092,65.800,33.400,100,97,0.969385|1.003171,0.969385|1.003171|1.018633|1.016410,false
1458,46.714526,27.054325,0.579142,58.800,33.100,100,97,0.950731|1.034185,0.950731|1.034185|0.994475|1.088899,false
1459,46.589684,24.841791,0.533204,61.200,32.500,100,97,0.993637|1.035984,0.993637|1.035984|0.919977|1.028879,false
1460,47.276094,25.363349,0.536494,58.000,32.300,100,97,1.019811|1.068745,1.019811|1.068745|0.969003|1.006041,false
1461,26.889355,26.921961,1.001213,73.800,32.800,100,97,0.990327|0.983248,0.990327|0.983248|1.023021|1.011994,false
1462,23.915714,25.200614,1.053726,58.000,32.400,100,97,1.087699|1.060398,1.087699|1.060398|0.993410|0.951950,false
1463,47.372370,27.353873,0.577423,56.200,32.300,100,97,1.016465|1.079140,1.016465|1.079140|1.038506|1.009024,false
1464,45.786070,26.798684,0.585302,67.200,32.700,100,97,0.989961|1.010993,0.989961|1.010993|1.000449|1.052489,false
1465,26.226606,27.259396,1.039379,69.600,32.900,100,97,1.012743|1.002736,1.012743|1.002736|1.032763|1.007494,false
1466,23.105844,24.757205,1.071469,62.600,32.900,100,97,1.032467|0.999697,1.032467|0.999697|0.942946|0.955226,false
1467,46.959121,26.983247,0.574611,56.400,33.300,100,97,0.933124|1.046091,0.933124|1.046091|0.972264|1.022029,false
1468,18.603754,23.464137,1.261258,55.000,32.700,100,97,1.064463|0.952919,1.064463|0.952919|0.915425|0.998101,false
1469,46.717626,27.732725,0.593624,60.400,33.800,100,97,0.981698|1.034499,0.981698|1.034499|1.061819|1.001552,false
1470,46.321913,25.461120,0.549656,62.200,32.800,100,97,0.983617|1.025014,0.983617|1.025014|0.976222|0.929480,false
1471,46.707062,25.426708,0.544387,62.000,32.400,100,97,1.026670|1.050540,1.026670|1.050540|0.957730|1.062117,false
1472,47.773228,25.988240,0.543992,52.600,32.500,100,97,0.945011|1.083755,0.945011|1.083755|0.958144|1.006122,false
1473,45.399885,26.333137,0.580027,68.200,33.400,100,97,0.931295|0.970363,0.931295|0.970363|0.967569|1.013590,false
1474,17.838052,25.498615,1.429451,52.600,32.600,100,97,1.086813|0.953180,1.086813|0.953180|1.040689|0.984780,false
1475,45.566223,26.883745,0.589993,66.400,33.700,100,97,0.943356|0.986658,0.943356|0.986658|1.007237|1.041705,false
1476,16.838582,25.641121,1.522760,63.800,34.200,100,97,0.960600|0.846807,0.960600|0.846807|0.991969|0.968647,false
1477,21.539048,26.689749,1.239133,58.800,32.400,100,97,1.052238|0.996474,1.052238|0.996474|1.058162|0.948214,false
1478,20.983907,27.576897,1.314193,58.800,32.800,100,97,1.048301|0.979930,1.048301|0.979930|1.075471|1.030971,false
1479,47.941619,27.039721,0.564014,52.400,32.200,100,97,0.997713|1.103577,0.997713|1.103577|0.997615|1.034806,false
1480,46.501304,25.184197,0.541580,63.800,32.500,100,97,1.009600|1.032418,1.009600|1.032418|0.964645|1.000326,false
1481,46.136249,25.980513,0.563126,62.400,33.800,100,97,0.935903|1.005816,0.935903|1.005816|0.957554|0.948489,false
1482,47.053342,25.578264,0.543601,60.200,32.500,100,97,1.025220|1.059076,1.025220|1.059076|0.988859|1.013173,false
1483,21.539214,25.763148,1.196104,61.600,32.900,100,97,1.026831|0.972378,1.026831|0.972378|0.999935|0.969953,false
1484,17.843064,24.771915,1.388322,56.800,32.900,100,97,1.037636|0.918415,1.037636|0.918415|0.961670|1.048561,false
1485,46.873137,26.254339,0.560115,56.600,33.200,100,97,0.938472|1.045831,0.938472|1.045831|0.962876|0.963852,false
1486,46.691347,26.470250,0.566920,58.600,33.700,100,97,0.909047|1.021199,0.909047|1.021199|0.979261|0.995895,false
1487,23.539669,25.431034,1.080348,60.200,32.500,100,97,1.059482|1.031945,1.059482|1.031945|0.975297|1.013057,false
1488,27.109360,25.920174,0.956134,66.400,32.400,100,97,1.049707|1.045841,1.049707|1.045841|1.010358|0.979602,false
1489,45.457819,27.188391,0.598102,69.400,33.700,100,97,0.968482|0.988899,0.968482|0.988899|1.025265|1.001022,false
1490,23.088810,25.586619,1.108183,60.400,32.800,100,97,1.055771|1.015678,1.055771|1.015678|0.987590|0.978133,false
1491,18.659607,25.824154,1.383960,56.600,32.800,100,97,1.047925|0.941398,1.047925|0.941398|1.015261|1.005769,false
1492,18.461919,25.435425,1.377724,56.400,33.100,100,97,1.048865|0.938034,1.048865|0.938034|0.981831|0.963535,false
1493,46.397273,26.214256,0.564996,61.800,32.600,100,97,0.961819|1.019863,0.961819|1.019863|0.974350|1.065370,false
1494,45.377944,26.852133,0.591744,75.800,33.000,100,97,0.991863|0.994743,0.991863|0.994743|1.014012|0.962842,false
1495,47.167173,25.526015,0.541182,61.800,32.200,100,97,1.082019|1.092956,1.082019|1.092956|0.975111|1.044591,false
1496,20.277671,25.089792,1.237311,57.800,33.300,100,97,1.050027|0.973384,1.050027|0.973384|0.995356|0.885365,false
1497,45.550940,27.610494,0.606145,67.000,34.200,100,97,0.947428|0.985168,0.947428|0.985168|1.054331|1.005136,false
1498,21.492894,25.177374,1.171428,61.000,32.600,100,97,1.031242|0.976618,1.031242|0.976618|0.970477|1.001484,false
1499,45.600836,26.742238,0.586442,66.000,33.200,100,97,0.932398|0.982719,0.932398|0.982719|0.980666|1.119285,false
