seed,combat,ratio,rout,left,winner,flank_wins
1215,21.500000,0.283641,75.931005,56.690745,red_b,true
1216,21.700000,0.286280,76.077272,56.412426,red_b,true
1217,21.400000,0.282322,76.458643,60.302614,red_b,true
1218,21.700000,0.286280,76.049882,56.066178,red_b,true
1219,21.300000,0.281003,76.498853,63.200629,red_b,true
1220,21.100000,0.278364,75.768416,57.329067,red_b,true
1221,19.600000,0.258575,75.532924,56.572320,red_b,true
1222,22.100000,0.291557,76.006670,57.539279,red_b,true
1223,23.700000,0.312665,76.824255,61.144111,red_b,true
1224,22.200000,0.292876,76.295210,57.483575,red_b,true
1225,21.200000,0.279683,76.272084,58.802934,red_b,true
1226,22.400000,0.295515,76.617772,58.910829,red_b,true
1227,22.200000,0.292876,76.436178,60.030934,red_b,true
1228,21.100000,0.278364,75.853907,55.862330,red_b,true
1229,21.200000,0.279683,76.067617,56.886071,red_b,true
1230,22.000000,0.290237,76.481487,58.317940,red_b,true
1231,21.700000,0.286280,76.962779,64.748377,red_b,true
1232,22.300000,0.294195,76.719103,61.206570,red_b,true
1233,19.300000,0.254617,75.287490,55.111981,red_b,true
1234,21.700000,0.286280,77.139535,64.349228,red_b,true
1235,22.100000,0.291557,76.903356,63.955493,red_b,true
1236,22.100000,0.291557,76.605523,60.847604,red_b,true
1237,21.800000,0.287599,76.106611,59.114344,red_b,true
1238,21.600000,0.284960,76.473518,62.939106,red_b,true
1239,22.400000,0.295515,77.213523,63.971429,red_b,true
1240,21.300000,0.281003,76.339211,58.077792,red_b,true
1241,20.300000,0.267810,75.551495,56.224495,red_b,true
1242,21.800000,0.287599,76.477983,60.149477,red_b,true
1243,22.000000,0.290237,76.526685,60.816493,red_b,true
1244,20.500000,0.270449,75.865086,58.289375,red_b,true
1245,20.800000,0.274406,75.896336,57.547335,red_b,true
1246,23.200000,0.306069,77.153659,62.871694,red_b,true
1247,21.100000,0.278364,75.449045,52.241850,red_b,true
1248,21.100000,0.278364,76.428168,61.178864,red_b,true
1249,20.900000,0.275726,75.701407,55.212430,red_b,true
